t,owner,stored_on,buyer,qty_kWh
9335,9,14,9,0.07619754937952204
9335,12,20,12,0.34186424657227904
9335,13,20,13,0.03952232991651794
9335,17,14,17,0.4027520923482282
9335,19,2,19,0.08780799290838072
9335,19,3,19,0.034101655894792283
9335,22,7,22,0.13704286033634716
9335,22,24,22,0.05094301318509231
9335,22,25,22,0.18267601125942812
9335,23,4,23,0.03927209632516693
9336,13,8,13,0.035015084813901254
9336,17,8,17,0.25992369617028244
9336,19,20,19,0.07979610816374039
9336,22,11,22,0.30802067089791785
9336,23,10,23,0.024951026969186607
9336,23,11,23,0.009931064181044126
9337,13,8,13,0.03030599586822369
9337,23,8,23,0.030295492380895794
9355,17,8,17,0.025089727335668766
9355,22,14,22,0.3963157832003166
9356,13,8,13,0.01945445409839852
9356,17,8,17,0.601676334601573
9356,22,11,22,0.41325548136062906
9356,23,20,23,0.021281812925615817
9357,13,8,13,0.032353050048540055
9357,17,8,17,0.5508714435779732
9357,22,11,22,0.42749326128747533
9357,23,20,23,0.033196731966206094
9358,13,8,13,0.0369794458159749
9358,17,8,17,0.43555868507223483
9358,22,11,22,0.27327430651222784
9358,22,14,22,0.14848662701426826
9358,23,11,23,0.03737870558708156
9359,13,8,13,0.032167632771598065
9359,17,8,17,0.21509777118051612
9359,22,14,22,0.26490639698608787
9359,23,14,23,0.032692054720596886
9360,13,8,13,0.02519280529325396
9360,23,8,23,0.025963469124281602
9361,13,8,13,0.0048551771573055545
9361,23,8,23,0.0031992155457238047
9380,13,8,13,0.01653372159345512
9380,23,14,23,0.018631502637110664
9381,13,8,13,0.028325378931356227
9381,22,14,22,0.48583018004539397
9381,23,14,23,0.029533092718566856
9382,13,8,13,0.03450024671772578
9382,17,8,17,0.26438488244774483
9382,22,14,22,0.4335092956063129
9382,23,14,23,0.030044890947593217
9382,23,15,23,0.005113552838731827
9383,13,8,13,0.03060434150555036
9383,17,8,17,0.23982874628956063
9383,22,9,22,0.13049774938056463
9383,22,14,22,0.16197717517719135
9383,23,14,23,0.031299060084275965
9384,13,8,13,0.02484097891531789
9384,17,8,17,0.056766757775529864
9384,22,8,22,0.09226077019072293
9384,23,8,23,0.025685610844194073
9385,13,8,13,0.02069236706956623
9385,23,8,23,0.021644910359307268
9404,13,8,13,0.015206917366452188
9404,22,14,22,0.04074730261164046
9404,23,14,23,0.017404027084077178
9405,13,8,13,0.02307222733844938
9405,22,11,22,0.25320229185509746
9405,22,14,22,0.42329566991938505
9405,23,11,23,0.024675849504930625
9406,13,8,13,0.031524048550258144
9406,17,8,17,0.42158236313184594
9406,22,10,22,0.05414868053168087
9406,22,11,22,0.5981124526630061
9406,22,14,22,0.003292497509579473
9406,23,10,23,0.00387997174570941
9406,23,20,23,0.0024282890594502504
9406,23,21,23,0.02608103318404892
9407,13,8,13,0.02664014841907303
9407,17,8,17,0.41723671533588275
9407,22,11,22,0.3217907430827743
9407,22,14,22,0.16484397285279925
9407,23,11,23,0.027632431124724022
9408,13,8,13,0.019881582201151105
9408,17,8,17,0.12535936406879328
9408,22,14,22,0.1673767779391041
9408,23,14,23,0.02111448152240758
9409,13,8,13,0.016904787345767502
9409,23,8,23,0.018150300794855134
9428,13,8,13,0.005718844281791036
9428,22,8,22,0.033287914331486944
9428,22,9,22,0.06738491538772395
9428,22,14,22,0.183646656645461
9428,23,14,23,0.008681285128552929
9429,13,8,13,0.005879238049937285
9429,22,8,22,0.11392181047512517
9429,22,9,22,0.1306634874693768
9429,22,14,22,0.1273258062255372
9429,23,14,23,0.008837506824102448
9430,13,8,13,0.015537117618346308
9430,22,8,22,0.21613894153248048
9430,23,8,23,0.017660821764764023
9431,13,8,13,0.003263682288091374
9431,22,8,22,0.06205659588760244
9431,23,8,23,0.00609553566622445
9438,23,8,23,1.9343743347555176e-05
9439,13,8,13,0.0031898051375343073
9439,23,8,23,0.0021884709921052292
9440,13,8,13,0.0005056713237920396
9441,13,8,13,0.000931545274921819
9452,13,8,13,0.025941098535208873
9452,23,8,23,0.02721083088472387
9453,13,8,13,0.03200923603878714
9453,23,8,23,0.03279704446559517
9454,13,8,13,0.03715646100840431
9454,22,8,22,0.07696795875306642
9454,23,8,23,0.037486299772019116
9455,13,8,13,0.033326834521774096
9455,22,8,22,0.1344390536020888
9455,22,9,22,0.1483643071930815
9455,23,9,23,0.03375628737828151
9456,13,8,13,0.028482582288333447
9456,22,8,22,0.07868741121381138
9456,23,8,23,0.029038041112697144
9457,13,8,13,0.025190004598416138
9457,23,8,23,0.02583110810405742
9476,22,10,22,0.05372679008729936
9476,22,11,22,0.09658915129990966
9476,22,20,22,0.09757769434686736
9476,22,21,22,0.02414755711438872
9477,17,8,17,0.6513168177161437
9477,17,14,17,0.02293160681942119
9477,22,24,22,0.29630098013866224
9478,9,8,9,0.585279260150647
9478,17,8,17,0.03823446813115244
9478,17,14,17,0.3242483113171488
9478,19,1,19,0.049943134680097145
9478,19,2,19,0.09981189335027252
9478,19,3,19,0.037837530398591966
9478,19,5,19,0.03441734237126548
9478,22,24,22,0.2977379308529942
9478,22,25,22,0.025054288524897217
9479,9,8,9,0.4589304558751104
9479,9,14,9,0.07876377503941034
9479,12,20,12,0.2268235949487265
9479,17,14,17,0.36934432336755396
9479,19,1,19,0.0896871363447132
9479,19,2,19,0.09716850583434837
9479,19,3,19,0.03683545286923345
9479,19,5,19,0.027898478727704304
9479,22,7,22,0.00030898172451010453
9479,22,24,22,0.13610621085100813
9479,22,25,22,0.19732043581243824
9480,9,8,9,0.07984369636249085
9480,12,14,12,0.08173408894785857
9480,13,14,13,0.0027308466470552517
9480,17,8,17,0.2483927767436895
9480,17,14,17,0.10245077152326143
9480,19,24,19,0.2206337627700775
9480,22,20,22,0.3183649576452492
9480,23,20,23,0.005187660320105536
9481,13,8,13,0.0009312753135493068
9481,22,8,22,0.01753843332291685
9481,23,8,23,0.003305265249736955
9482,13,8,13,0.001002765712439846
9482,23,8,23,0.0031804463173008557
9483,23,8,23,0.001500624265156958
9484,23,8,23,8.409720551139088e-05
9500,17,8,17,0.2960259265301328
9500,22,24,22,0.2548186118500517
9501,9,8,9,0.35911212511260304
9501,17,8,17,0.24592512818907483
9501,17,14,17,0.0934563624118585
9501,22,24,22,0.1682989701915025
9501,22,25,22,0.1313801448552283
9502,9,8,9,0.5711758677016446
9502,9,14,9,0.13120424684075058
9502,12,20,12,0.19703901588766204
9502,17,14,17,0.3592948462667156
9502,22,7,22,0.32142812548806354
9503,9,8,9,0.3595310173005195
9503,9,14,9,0.23726620837932233
9503,12,20,12,0.4063542616576292
9503,12,24,12,0.015079084848378877
9503,17,11,17,0.08517223903626636
9503,17,14,17,0.2813976977622912
9503,22,4,22,0.08317628972165458
9503,22,6,22,0.01026146521537068
9503,22,7,22,0.23773144143874228
9504,9,8,9,0.15274598895833497
9504,12,11,12,0.12781172175001876
9504,17,8,17,0.16875789103333683
9504,17,14,17,0.16772323337758532
9504,19,7,19,0.20650066471551676
9504,19,25,19,0.06498414729984558
9504,22,20,22,0.30381116156993393
9505,13,8,13,0.006558086382018935
9505,17,8,17,0.050956778839535935
9505,22,8,22,0.060028111297623137
9505,22,14,22,0.020772200606967252
9505,23,14,23,0.008137548992100285
9506,13,8,13,0.0036782072640733077
9506,23,8,23,0.0053325796720091745
9507,13,8,13,0.0026928181817362784
9507,23,8,23,0.004308005389200176
9508,13,8,13,0.001526809552631292
9508,23,8,23,0.0031723263215539532
9509,13,8,13,0.0010131890591296155
9509,23,8,23,0.001594400434632634
9510,13,8,13,0.0014132723909092704
9510,23,8,23,0.001912537839966147
9523,17,8,17,0.30240525241193394
9523,22,11,22,0.27022294199844055
9523,22,14,22,0.0018306189149224217
9524,17,8,17,0.3305846677450148
9524,22,20,22,0.2890832416622562
9525,17,8,17,0.3534521836788489
9525,22,20,22,0.31887619765819153
9526,13,8,13,0.014576000773269905
9526,13,14,13,0.004691039012850062
9526,17,8,17,0.3753195183702065
9526,22,10,22,0.0463996781774936
9526,22,11,22,0.050657778382615516
9526,22,20,22,0.2249963562944135
9526,22,21,22,0.020854379669057243
9526,23,20,23,0.020515924239459693
9527,13,8,13,0.01703774662660873
9527,17,8,17,0.3178710614443474
9527,22,11,22,0.2557825509426994
9527,22,14,22,0.07140942178346413
9527,23,11,23,0.01834461820131672
9528,13,8,13,0.013615412180439712
9528,17,8,17,0.007955952779953247
9528,22,8,22,0.032400832297959446
9528,23,8,23,0.015011303596277337
9535,13,8,13,0.0013893810647816335
9535,23,8,23,0.0002643225909157665
9536,13,8,13,0.0027640818101940332
9536,23,8,23,0.0016032653927713664
9547,17,8,17,0.2604718175277396
9547,22,11,22,0.2082994356912593
9548,13,14,13,0.014204906859832889
9548,17,8,17,0.4467509465566133
9548,22,10,22,0.005338663743315076
9548,22,20,22,0.3747379732706051
9548,22,21,22,0.026848476927409482
9548,23,20,23,0.016428080311880144
9549,13,14,13,0.023411438476194313
9549,17,8,17,0.4576785011104709
9549,22,20,22,0.4181430131237871
9549,23,20,23,0.024941420685367532
9550,13,8,13,0.03696142404427327
9550,17,8,17,0.45939626059577066
9550,22,10,22,0.056621517803740445
9550,22,11,22,0.15989010162732323
9550,22,20,22,0.17967366775468285
9550,22,21,22,0.02544859525103868
9550,23,20,23,0.03736115258758144
9551,13,14,13,0.03217123712593839
9551,17,8,17,0.4155410260863563
9551,17,14,17,0.007348702329254664
9551,22,11,22,0.38786370279124505
9551,23,10,23,0.015374164106103372
9551,23,11,23,0.017321401214394162
9552,13,8,13,0.027727470054028203
9552,17,8,17,0.15482309062682253
9552,22,14,22,0.1989429399239409
9552,23,14,23,0.0283025704336497
9572,9,8,9,0.7500659073814047
9572,9,14,9,0.17046054557447476
9572,12,24,12,0.5155581972807983
9573,9,8,9,0.7266936890481437
9573,9,14,9,0.3869217594626537
9573,12,24,12,0.6123040750354447
9573,12,25,12,0.027441633506247953
9574,9,8,9,0.5188786308863537
9574,9,14,9,0.637009622463915
9574,12,4,12,0.35312555506541177
9574,12,6,12,0.013094617610987201
9574,12,7,12,0.3039595144066183
9574,15,7,15,0.44895722306166735
9574,15,25,15,0.043084229610525826
9574,16,24,16,0.5118766884003162
9574,16,25,16,0.18902303610953144
9575,9,8,9,0.4166696101881921
9575,9,10,9,0.056914745317944486
9575,9,14,9,0.36609727826894417
9575,9,20,9,0.1701204251640003
9575,9,21,9,0.025580386637333082
9575,12,4,12,0.5981558427441817
9575,12,5,12,0.051539546342580955
9575,15,4,15,0.03671643723753642
9575,15,6,15,0.01297437880265644
9575,15,7,15,0.6171572664299129
9575,16,7,16,0.12884595787022324
9575,16,24,16,0.4521723444024483
9575,16,25,16,0.22997598538303807
9576,9,8,9,0.41023660307573523
9576,9,14,9,0.2908347974105149
9576,12,4,12,0.41319177601117496
9576,12,6,12,0.012959298002967521
9576,12,7,12,0.0712826002041946
9576,15,7,15,0.44174461233289763
9576,16,7,16,0.23210889316229277
9576,16,24,16,0.15857107115336255
9576,16,25,16,0.19097642849370378
9576,17,10,17,0.031550922933824825
9576,17,14,17,0.07270377188389814
9576,17,20,17,0.011457990660365347
9576,17,21,17,0.01418059244407221
9577,9,8,9,0.06595096265155424
9577,12,14,12,0.0778473714894949
9577,15,14,15,0.013711060032310308
9577,16,14,16,0.1472402888784096
9577,19,4,19,0.13838451345067146
9577,19,6,19,0.007388206044365199
9577,19,7,19,0.09098648472656944
9583,17,8,17,0.09548519632103591
9583,22,8,22,0.051241726745427485
9584,17,8,17,0.10825866045906037
9584,22,8,22,0.0028521904133318454
9584,22,14,22,0.13894276400213876
9585,17,8,17,0.06436921933234085
9597,9,8,9,0.5977907022835944
9597,9,14,9,0.05350428955270736
9597,12,4,12,0.079744708406146
9597,12,5,12,0.27743285896262737
9597,15,4,15,0.20485763537441315
9597,15,6,15,0.01160039567423992
9597,15,7,15,0.2880184959090835
9597,16,24,16,0.22769339060978133
9598,9,8,9,0.45119290281733504
9598,9,10,9,0.0486131883152046
9598,9,14,9,0.5601347689896857
9598,9,21,9,0.008086982255590236
9598,12,5,12,0.6275326021412164
9598,15,4,15,0.5422701187617157
9598,15,5,15,0.047615254690239174
9598,15,6,15,0.011081942236285081
9598,15,7,15,0.15214747121396438
9598,16,7,16,0.10345020275069672
9598,16,24,16,0.1980872992335793
9598,16,25,16,0.19643180028208784
9598,17,20,17,0.05095894401520251
9599,9,8,9,0.3793089339136444
9599,9,10,9,0.027035576809612168
9599,9,14,9,0.3613790354011259
9599,9,20,9,0.1710570278089486
9599,9,21,9,0.012151165816341587
9599,12,2,12,0.09327635786339136
9599,12,3,12,0.035359984743906045
9599,12,5,12,0.35083245574357863
9599,15,4,15,0.30758196524335213
9599,15,5,15,0.3077587035650716
9599,16,4,16,0.0244835188391459
9599,16,6,16,0.010686173141745641
9599,16,7,16,0.5092548473151312
9599,17,20,17,0.1428078205774277
9600,9,8,9,0.3479545293449787
9600,9,14,9,0.3169250923786803
9600,12,2,12,0.05004576515343484
9600,12,3,12,0.018971768761750624
9600,12,5,12,0.11949170154388407
9600,15,4,15,0.18918753456234233
9600,15,5,15,0.23386363142441724
9600,16,4,16,0.0913672966781341
9600,16,6,16,0.00573347548822592
9600,16,7,16,0.32966443062280604
9600,16,24,16,0.009575863382951334
9600,16,25,16,0.10162811608400726
9600,17,10,17,0.02515105363905696
9600,17,14,17,0.04821792341280569
9600,17,20,17,0.09209521213777627
9600,17,21,17,0.011304165077596039
9601,9,8,9,0.3491006989766656
9601,9,14,9,0.07613860488914082
9601,12,4,12,0.06292355537242093
9601,12,6,12,0.005614948554454494
9601,12,7,12,0.24003667494330294
9601,15,7,15,0.08281267219035715
9601,15,24,15,0.07945762409806041
9601,15,25,15,0.0995271793992439
9601,16,20,16,0.002023304357874789
9601,16,24,16,0.10068593765179834
9602,9,8,9,0.04842039522838429
9602,12,14,12,0.05978683450478886
9602,15,14,15,0.007706213157210895
9602,16,14,16,0.0516081460368234
9602,19,4,19,0.06992044886297784
9602,19,5,19,0.11779001895917768
9608,17,8,17,0.008114731226132044
9622,9,8,9,0.4443760545127231
9622,9,14,9,0.07003973005624786
9622,16,4,16,0.11744835472931747
9623,9,8,9,0.39863405019733966
9623,9,14,9,0.2606142381728702
9624,9,8,9,0.38195761811893764
9624,9,14,9,0.16649039580081393
9625,9,8,9,0.37545509061277005
9625,9,14,9,0.1180391281954396
9625,16,2,16,0.05229780323900678
9625,16,3,16,0.01982549026388244
9625,16,5,16,0.1436649675193622
9626,9,8,9,0.3899295279817886
9626,9,14,9,0.035795352089166954
9626,15,2,15,0.05310184843227583
9626,15,3,15,0.020130294465275478
9626,15,5,15,0.29293600186287694
9626,16,4,16,0.1524290287485588
9626,16,6,16,0.006083594594517766
9626,16,7,16,0.26158227583384114
9627,9,8,9,0.19793230714315638
9627,12,20,12,0.16002396318885245
9627,15,20,15,0.10715609227577555
9627,16,10,16,0.028420182827902454
9627,16,14,16,0.025584686307403095
9627,16,20,16,0.011418079242206502
9627,16,21,16,0.012773478313575545
9645,9,8,9,0.30833700912321316
9645,12,2,12,0.021821644062112178
9645,12,5,12,0.10233137115217623
9645,15,4,15,0.27912909516145845
9646,9,8,9,0.5044071600191791
9646,9,14,9,0.3289804987053824
9646,12,2,12,0.10820100204818528
9646,12,3,12,0.04101774414586984
9646,12,5,12,0.10434203439241917
9646,15,4,15,0.21168488291512239
9646,15,5,15,0.4224923573356705
9646,16,7,16,0.3290461493033856
9647,9,8,9,0.4870238950855524
9647,9,14,9,0.3474088419545476
9647,15,2,15,0.0649362552061253
9647,15,3,15,0.024616580728610945
9647,15,5,15,0.18245812308625553
9647,16,4,16,0.1407208884929485
9647,16,6,16,0.0074393992454713995
9647,16,7,16,0.18752482676352222
9648,9,8,9,0.4698151381215162
9648,9,14,9,0.2721425368976256
9648,12,2,12,0.06471283025861506
9648,12,3,12,0.024531882923976064
9648,12,5,12,0.3816867559732338
9648,15,4,15,0.3627778917284323
9648,15,5,15,0.07522750267078004
9648,15,6,15,0.007413802644918293
9648,15,7,15,0.06244315225832673
9648,16,7,16,0.011791255429320913
9648,16,24,16,0.14827196646824134
9648,16,25,16,0.13141257817687335
9649,9,8,9,0.4414457947506388
9649,9,14,9,0.07552154562357112
9649,12,7,12,0.3739725862812564
9649,15,7,15,0.0259237125926437
9649,15,24,15,0.16609755021521241
9649,15,25,15,0.12729306614918387
9649,16,20,16,0.03997566773821318
9649,16,24,16,0.22893884002137632
9650,9,8,9,0.18233383497584718
9650,12,20,12,0.15230443142408068
9650,15,20,15,0.09432532068504909
9650,16,10,16,0.030416275491667033
9650,16,14,16,0.08023085311735008
9650,16,20,16,0.09528649292042593
9650,16,21,16,0.013670624067594112
9651,16,8,16,0.01044486350908005
9651,19,24,19,0.06320844491612458
9670,9,8,9,0.37075474250182694
9670,12,2,12,0.02432106420818521
9670,12,3,12,0.0402988917593986
9670,15,4,15,0.10473758116794168
9670,15,5,15,0.21484693078677353
9670,16,7,16,0.021932168011847608
9671,9,8,9,0.4788187904161338
9671,9,14,9,0.23174235998199233
9671,16,4,16,0.009218379594028913
9671,16,5,16,0.24467002894379242
9672,9,8,9,0.44140223919938215
9672,9,14,9,0.2552090881723146
9672,16,4,16,0.12600042868927339
9672,16,5,16,0.130850840679809
9673,9,8,9,0.4194409009994166
9673,9,14,9,0.29718780472891204
9673,15,2,15,0.059708538361039114
9673,15,3,15,0.022634813943093524
9673,15,5,15,0.15736854091371397
9673,16,4,16,0.10224380350076778
9673,16,6,16,0.006840487703230147
9673,16,7,16,0.15968183005249098
9674,9,8,9,0.408162865508786
9674,9,14,9,0.21263612435598578
9674,12,2,12,0.05016802938694625
9674,12,4,12,0.021747091710587
9674,12,5,12,0.4155871484413063
9674,15,4,15,0.30821816257671925
9674,15,6,15,0.006743236924695541
9674,15,7,15,0.12277519481400723
9674,16,24,16,0.18068801217765565
9674,16,25,16,0.038266100359097166
9675,9,8,9,0.2790324268723395
9675,12,24,12,0.21533645521465777
9675,15,20,15,0.13081461219148585
9675,15,24,15,0.029442893691589325
9675,16,20,16,0.1856551508177695
9676,19,24,19,0.03823805301814281
9680,17,8,17,0.048081443210653774
9694,9,8,9,0.6027516896055273
9694,9,14,9,0.19971012936677202
9694,12,4,12,0.29636752825360724
9694,12,5,12,0.14514465120677045
9694,15,4,15,0.16178918444028234
9694,15,6,15,0.0143618123740388
9694,15,7,15,0.4441305563967414
9694,16,24,16,0.2848111431043687
9695,9,8,9,0.5770587885062247
9695,9,14,9,0.37728647577441343
9695,12,5,12,0.5433386763417012
9695,15,4,15,0.5948006084404824
9695,15,5,15,0.12650879863497622
9695,16,7,16,0.39312589436682366
9696,9,8,9,0.5502026045831974
9696,9,14,9,0.30524206865420656
9696,12,2,12,0.07570192226290387
9696,12,3,12,0.028697720168501823
9696,12,5,12,0.1697918837263706
9696,15,4,15,0.28786548409537976
9696,15,5,15,0.3613761073399431
9696,16,7,16,0.17854626463146417
9696,16,24,16,0.0111964899752401
9696,16,25,16,0.15372816700733094
9697,9,8,9,0.5150777714980513
9697,9,14,9,0.36070640785624075
9697,12,2,12,0.07320013208632535
9697,12,3,12,0.027749320547176295
9697,12,5,12,0.44530817141044854
9697,15,4,15,0.41035741268609727
9697,15,5,15,0.07153190421604787
9697,15,6,15,0.00838614739459211
9697,15,7,15,0.07651437960056598
9697,16,7,16,0.05877125763013247
9697,16,24,16,0.1659310149522879
9697,16,25,16,0.1486477726582058
9698,9,8,9,0.4803765007123015
9698,9,14,9,0.09143982780399212
9698,12,7,12,0.18585035186975585
9698,12,24,12,0.08769074830215856
9698,12,25,12,0.1405503523133545
9698,15,24,15,0.3527971247790494
9698,16,20,16,0.3034234185116643
9698,16,24,16,0.1183468317720262
9698,17,14,17,0.002005494805360719
9699,9,8,9,0.048453076003697776
9699,12,14,12,0.06740435359787718
9699,15,14,15,0.0009171117181114852
9699,16,14,16,0.13859942123919908
9699,17,8,17,0.13435163234420688
9699,19,7,19,0.22369770588936178
9699,19,25,19,0.004108056254097381
9699,22,10,22,0.007793556699081761
9699,22,20,22,0.06412317380878108
9699,22,21,22,0.014961215326062233
9700,17,8,17,0.13130786536580916
9700,22,14,22,0.1748446686752593
9701,17,8,17,0.06686506043244778
9701,22,8,22,0.10382099527626587
9702,17,8,17,0.07456655333945232
9702,22,8,22,0.11012108025067811
9703,17,8,17,0.040704305074533355
9703,22,8,22,0.0711895228484239
9704,22,8,22,0.02417235909786322
9717,9,8,9,0.5971158319314496
9717,12,4,12,0.058252913855269206
9717,12,6,12,0.014871706439197241
9717,12,7,12,0.23181392824478292
9717,15,7,15,0.26753224729891834
9717,15,25,15,0.215177616470824
9717,16,24,16,0.141633982787031
9718,9,8,9,0.6594770877343211
9718,9,14,9,0.3437002285107331
9718,12,4,12,0.33698180905552544
9718,12,6,12,0.014580280174938003
9718,12,7,12,0.2196251953748199
